Id,task_1,task_2
data/test/melanoma/ISIC_0012258.jpg,0.000725993,0.331087
data/test/melanoma/ISIC_0012356.jpg,0.00142909,0.00556792
data/test/melanoma/ISIC_0012369.jpg,0.22863,1.77707e-07
data/test/melanoma/ISIC_0012395.jpg,6.70901e-05,0.999933
data/test/melanoma/ISIC_0012425.jpg,5.62137e-07,0.999999
data/test/melanoma/ISIC_0012758.jpg,2.93401e-08,1.98698e-15
data/test/melanoma/ISIC_0012989.jpg,0.978792,0.000719441
data/test/melanoma/ISIC_0013072.jpg,0.319351,0.0164193
data/test/melanoma/ISIC_0013073.jpg,0.544621,0.0157498
data/test/melanoma/ISIC_0013242.jpg,0.00942027,0.980793
data/test/melanoma/ISIC_0013277.jpg,0.0612043,0.938796
data/test/melanoma/ISIC_0013321.jpg,3.77578e-19,1.0
data/test/melanoma/ISIC_0013374.jpg,0.691017,0.00105499
data/test/melanoma/ISIC_0013411.jpg,2.00951e-11,0.782457
data/test/melanoma/ISIC_0013414.jpg,2.36086e-12,0.000285833
data/test/melanoma/ISIC_0013455.jpg,0.00846896,3.11461e-05
data/test/melanoma/ISIC_0013457.jpg,0.748222,0.130268
data/test/melanoma/ISIC_0013459.jpg,0.356193,4.71486e-05
data/test/melanoma/ISIC_0013472.jpg,0.351317,0.647892
data/test/melanoma/ISIC_0013473.jpg,0.00599614,0.994004
data/test/melanoma/ISIC_0013565.jpg,0.392729,2.65325e-05
data/test/melanoma/ISIC_0013577.jpg,0.000672569,2.42371e-05
data/test/melanoma/ISIC_0013588.jpg,1.01619e-08,1.0
data/test/melanoma/ISIC_0013615.jpg,0.0210702,0.978926
data/test/melanoma/ISIC_0013617.jpg,0.00214379,0.570993
data/test/melanoma/ISIC_0013636.jpg,0.297752,0.000306502
data/test/melanoma/ISIC_0013678.jpg,3.60199e-07,1.0
data/test/melanoma/ISIC_0013696.jpg,1.24496e-05,0.999988
data/test/melanoma/ISIC_0013733.jpg,0.122199,0.558455
data/test/melanoma/ISIC_0013739.jpg,4.95528e-05,0.99995
data/test/melanoma/ISIC_0013766.jpg,0.00476698,3.87848e-12
data/test/melanoma/ISIC_0013767.jpg,0.164917,0.0375742
data/test/melanoma/ISIC_0013813.jpg,0.789549,0.207637
data/test/melanoma/ISIC_0013814.jpg,0.999828,0.000164906
data/test/melanoma/ISIC_0013833.jpg,0.431391,0.568572
data/test/melanoma/ISIC_0013842.jpg,4.87366e-06,0.999259
data/test/melanoma/ISIC_0013867.jpg,0.149239,0.00586826
data/test/melanoma/ISIC_0013908.jpg,0.00327823,0.996722
data/test/melanoma/ISIC_0013917.jpg,0.0416957,4.44261e-10
data/test/melanoma/ISIC_0013925.jpg,0.404991,0.428324
data/test/melanoma/ISIC_0013948.jpg,0.756019,0.00584491
data/test/melanoma/ISIC_0013953.jpg,9.46561e-05,0.743291
data/test/melanoma/ISIC_0013987.jpg,0.273633,0.726363
data/test/melanoma/ISIC_0013988.jpg,0.644222,0.315122
data/test/melanoma/ISIC_0014027.jpg,1.10971e-09,1.0
data/test/melanoma/ISIC_0014059.jpg,3.16294e-07,3.56256e-19
data/test/melanoma/ISIC_0014077.jpg,0.519836,0.47993
data/test/melanoma/ISIC_0014103.jpg,1.26796e-05,7.71148e-05
data/test/melanoma/ISIC_0014110.jpg,0.133439,0.000451878
data/test/melanoma/ISIC_0014129.jpg,0.176811,7.49028e-07
data/test/melanoma/ISIC_0014148.jpg,0.519554,0.00132688
data/test/melanoma/ISIC_0014160.jpg,0.49355,0.0394816
data/test/melanoma/ISIC_0014181.jpg,0.535118,0.449295
data/test/melanoma/ISIC_0014186.jpg,8.1421e-10,1.0
data/test/melanoma/ISIC_0014219.jpg,0.0061044,0.00439888
data/test/melanoma/ISIC_0014221.jpg,2.02498e-10,1.0
data/test/melanoma/ISIC_0014233.jpg,2.61452e-06,0.999997
data/test/melanoma/ISIC_0014255.jpg,7.55299e-19,4.62535e-07
data/test/melanoma/ISIC_0014270.jpg,0.00020362,2.80452e-10
data/test/melanoma/ISIC_0014284.jpg,0.000379068,0.999575
data/test/melanoma/ISIC_0014288.jpg,0.348489,0.50354
data/test/melanoma/ISIC_0014319.jpg,0.00245697,0.080493
data/test/melanoma/ISIC_0014336.jpg,0.461765,0.470052
data/test/melanoma/ISIC_0014349.jpg,0.443105,0.0824531
data/test/melanoma/ISIC_0014369.jpg,0.326716,9.04093e-16
data/test/melanoma/ISIC_0014423.jpg,0.59428,0.355774
data/test/melanoma/ISIC_0014434.jpg,3.80362e-05,0.999621
data/test/melanoma/ISIC_0014454.jpg,0.0618015,0.132207
data/test/melanoma/ISIC_0014478.jpg,0.0878292,8.76823e-05
data/test/melanoma/ISIC_0014489.jpg,0.821891,0.172472
data/test/melanoma/ISIC_0014506.jpg,0.765437,0.186981
data/test/melanoma/ISIC_0014513.jpg,0.247196,0.229178
data/test/melanoma/ISIC_0014541.jpg,0.060204,9.83879e-11
data/test/melanoma/ISIC_0014542.jpg,2.38973e-15,1.0
data/test/melanoma/ISIC_0014546.jpg,0.619432,0.295577
data/test/melanoma/ISIC_0014548.jpg,0.455156,0.000914465
data/test/melanoma/ISIC_0014559.jpg,0.855435,0.144519
data/test/melanoma/ISIC_0014663.jpg,0.999457,3.75456e-06
data/test/melanoma/ISIC_0014666.jpg,0.519328,0.000262127
data/test/melanoma/ISIC_0014695.jpg,0.649148,0.26004
data/test/melanoma/ISIC_0014703.jpg,0.764491,0.134392
data/test/melanoma/ISIC_0014727.jpg,0.184817,0.812658
data/test/melanoma/ISIC_0014766.jpg,0.712325,0.287649
data/test/melanoma/ISIC_0014772.jpg,0.459967,0.000275319
data/test/melanoma/ISIC_0014784.jpg,0.00174902,0.423245
data/test/melanoma/ISIC_0014790.jpg,1.8336e-09,0.999974
data/test/melanoma/ISIC_0014800.jpg,0.476068,0.00389055
data/test/melanoma/ISIC_0014826.jpg,0.0111665,5.02544e-17
data/test/melanoma/ISIC_0014862.jpg,0.364873,2.3058e-09
data/test/melanoma/ISIC_0014872.jpg,3.69232e-05,0.999963
data/test/melanoma/ISIC_0014883.jpg,0.000467133,1.40838e-15
data/test/melanoma/ISIC_0014912.jpg,0.432675,0.000465073
data/test/melanoma/ISIC_0014928.jpg,3.7118e-05,7.01806e-08
data/test/melanoma/ISIC_0014932.jpg,0.128109,2.19607e-11
data/test/melanoma/ISIC_0014963.jpg,0.876607,0.00101133
data/test/melanoma/ISIC_0014982.jpg,0.437334,0.00213133
data/test/melanoma/ISIC_0015004.jpg,0.0974465,4.05551e-07
data/test/melanoma/ISIC_0015041.jpg,0.998613,8.6306e-19
data/test/melanoma/ISIC_0015046.jpg,0.00015228,1.09919e-09
data/test/melanoma/ISIC_0015050.jpg,0.997269,0.000967795
data/test/melanoma/ISIC_0015071.jpg,1.0,4.73241e-23
data/test/melanoma/ISIC_0015115.jpg,0.00785525,2.78374e-16
data/test/melanoma/ISIC_0015119.jpg,0.585201,0.409661
data/test/melanoma/ISIC_0015127.jpg,2.37753e-07,6.49815e-29
data/test/melanoma/ISIC_0015132.jpg,0.337623,1.70863e-08
data/test/melanoma/ISIC_0015133.jpg,2.0968e-14,3.34609e-25
data/test/melanoma/ISIC_0015136.jpg,0.495768,5.53952e-06
data/test/melanoma/ISIC_0015142.jpg,0.999783,8.20403e-10
data/test/melanoma/ISIC_0015156.jpg,0.20704,9.19149e-10
data/test/melanoma/ISIC_0015163.jpg,0.000402908,0.999597
data/test/melanoma/ISIC_0015167.jpg,0.998411,0.00157497
data/test/melanoma/ISIC_0015180.jpg,6.19867e-05,0.999938
data/test/melanoma/ISIC_0015185.jpg,0.0153336,4.53517e-11
data/test/melanoma/ISIC_0015193.jpg,0.00208592,5.45811e-11
data/test/melanoma/ISIC_0015206.jpg,0.999914,4.43178e-25
data/test/melanoma/ISIC_0015229.jpg,0.994274,0.00228453
data/test/melanoma/ISIC_0015251.jpg,0.000193189,3.27093e-07
data/test/nevus/ISIC_0012092.jpg,0.105607,7.42559e-12
data/test/nevus/ISIC_0012095.jpg,0.00307617,0.996918
data/test/nevus/ISIC_0012147.jpg,4.0157e-13,0.0108403
data/test/nevus/ISIC_0012149.jpg,6.39629e-20,1.0
data/test/nevus/ISIC_0012152.jpg,2.17616e-06,0.998857
data/test/nevus/ISIC_0012216.jpg,0.0299761,0.896542
data/test/nevus/ISIC_0012357.jpg,0.179367,0.422143
data/test/nevus/ISIC_0012484.jpg,0.0229592,0.977029
data/test/nevus/ISIC_0012493.jpg,1.90064e-31,6.29316e-14
data/test/nevus/ISIC_0012551.jpg,5.14392e-06,0.0085668
data/test/nevus/ISIC_0012654.jpg,0.0991915,2.12739e-05
data/test/nevus/ISIC_0012656.jpg,0.000317861,1.40637e-17
data/test/nevus/ISIC_0012708.jpg,0.312053,9.64937e-15
data/test/nevus/ISIC_0012722.jpg,8.98301e-11,0.00497383
data/test/nevus/ISIC_0012803.jpg,1.92766e-05,2.132e-11
data/test/nevus/ISIC_0012836.jpg,3.94236e-08,6.17988e-05
data/test/nevus/ISIC_0012837.jpg,5.04082e-06,0.999995
data/test/nevus/ISIC_0012903.jpg,2.18089e-21,0.000638078
data/test/nevus/ISIC_0012904.jpg,6.46146e-08,0.999861
data/test/nevus/ISIC_0012941.jpg,1.91961e-27,1.0
data/test/nevus/ISIC_0012967.jpg,1.76136e-07,0.244394
data/test/nevus/ISIC_0013045.jpg,0.264892,4.07691e-10
data/test/nevus/ISIC_0013070.jpg,4.06211e-05,2.04036e-08
data/test/nevus/ISIC_0013109.jpg,0.00010307,0.469645
data/test/nevus/ISIC_0013159.jpg,0.00900149,0.990985
data/test/nevus/ISIC_0013164.jpg,3.00934e-09,0.00540882
data/test/nevus/ISIC_0013176.jpg,0.0486495,0.175325
data/test/nevus/ISIC_0013191.jpg,1.40752e-17,1.50297e-05
data/test/nevus/ISIC_0013216.jpg,2.77865e-10,0.900691
data/test/nevus/ISIC_0013226.jpg,6.16067e-11,9.83307e-07
data/test/nevus/ISIC_0013230.jpg,0.064516,0.0114592
data/test/nevus/ISIC_0013269.jpg,0.229909,6.44998e-06
data/test/nevus/ISIC_0013291.jpg,0.00635616,2.8647e-08
data/test/nevus/ISIC_0013325.jpg,3.22837e-05,1.07435e-05
data/test/nevus/ISIC_0013399.jpg,5.25597e-17,0.468282
data/test/nevus/ISIC_0013416.jpg,1.23086e-17,4.44387e-09
data/test/nevus/ISIC_0013511.jpg,0.854764,0.145051
data/test/nevus/ISIC_0013512.jpg,0.00189271,0.144373
data/test/nevus/ISIC_0013529.jpg,0.000305898,1.55202e-18
data/test/nevus/ISIC_0013600.jpg,0.0444484,0.00215899
data/test/nevus/ISIC_0013602.jpg,0.0669162,0.00363493
data/test/nevus/ISIC_0013738.jpg,3.54146e-20,5.16505e-22
data/test/nevus/ISIC_0013794.jpg,7.16935e-09,4.24648e-06
data/test/nevus/ISIC_0013809.jpg,0.577148,0.0776305
data/test/nevus/ISIC_0013891.jpg,0.000167044,8.4778e-08
data/test/nevus/ISIC_0013897.jpg,0.483395,0.3725
data/test/nevus/ISIC_0013911.jpg,4.27348e-12,1.0
data/test/nevus/ISIC_0013966.jpg,4.68383e-05,0.694899
data/test/nevus/ISIC_0013998.jpg,0.170739,0.798681
data/test/nevus/ISIC_0014090.jpg,2.66999e-09,1.85547e-10
data/test/nevus/ISIC_0014117.jpg,0.00150802,8.86536e-05
data/test/nevus/ISIC_0014470.jpg,4.62463e-21,1.0
data/test/nevus/ISIC_0014675.jpg,2.61704e-32,1.31754e-21
data/test/nevus/ISIC_0014677.jpg,7.18602e-21,4.90964e-10
data/test/nevus/ISIC_0014687.jpg,0.385991,9.35268e-09
data/test/nevus/ISIC_0014693.jpg,0.998253,2.30226e-07
data/test/nevus/ISIC_0014697.jpg,1.00752e-29,2.87922e-22
data/test/nevus/ISIC_0014698.jpg,0.00222822,2.31295e-12
data/test/nevus/ISIC_0014720.jpg,0.0474838,2.85923e-08
data/test/nevus/ISIC_0014725.jpg,0.412467,0.0175117
data/test/nevus/ISIC_0014728.jpg,0.322791,1.52732e-07
data/test/nevus/ISIC_0014729.jpg,0.999987,1.29841e-05
data/test/nevus/ISIC_0014740.jpg,0.999101,2.00581e-08
data/test/nevus/ISIC_0014743.jpg,9.36433e-19,3.98377e-05
data/test/nevus/ISIC_0014746.jpg,0.328006,0.0204175
data/test/nevus/ISIC_0014749.jpg,0.135554,0.281594
data/test/nevus/ISIC_0014753.jpg,0.42599,0.173166
data/test/nevus/ISIC_0014755.jpg,0.16789,1.10857e-05
data/test/nevus/ISIC_0014765.jpg,4.14385e-12,4.49642e-22
data/test/nevus/ISIC_0014768.jpg,0.000207886,1.16002e-23
data/test/nevus/ISIC_0014773.jpg,0.199958,0.0116198
data/test/nevus/ISIC_0014780.jpg,0.000292493,8.13022e-06
data/test/nevus/ISIC_0014786.jpg,0.425013,0.000743673
data/test/nevus/ISIC_0014787.jpg,0.000177956,0.00982994
data/test/nevus/ISIC_0014792.jpg,5.20775e-05,0.996771
data/test/nevus/ISIC_0014796.jpg,0.235372,2.81524e-05
data/test/nevus/ISIC_0014798.jpg,1.04274e-08,4.30047e-10
data/test/nevus/ISIC_0014807.jpg,0.0167805,9.69582e-08
data/test/nevus/ISIC_0014814.jpg,0.0115796,2.27942e-07
data/test/nevus/ISIC_0014815.jpg,0.00235996,1.83934e-07
data/test/nevus/ISIC_0014820.jpg,2.91686e-31,2.37719e-29
data/test/nevus/ISIC_0014822.jpg,8.37668e-08,1.60684e-18
data/test/nevus/ISIC_0014833.jpg,0.321827,5.97824e-08
data/test/nevus/ISIC_0014835.jpg,0.000110851,0.084966
data/test/nevus/ISIC_0014844.jpg,0.395645,0.0495196
data/test/nevus/ISIC_0014853.jpg,6.74201e-05,3.18864e-10
data/test/nevus/ISIC_0014854.jpg,0.024051,4.75951e-10
data/test/nevus/ISIC_0014863.jpg,1.5816e-05,0.995883
data/test/nevus/ISIC_0014867.jpg,0.00102267,2.61006e-14
data/test/nevus/ISIC_0014868.jpg,0.0960737,0.00499048
data/test/nevus/ISIC_0014876.jpg,2.69909e-26,5.38396e-27
data/test/nevus/ISIC_0014879.jpg,2.97971e-07,9.75728e-09
data/test/nevus/ISIC_0014901.jpg,0.224072,0.00055003
data/test/nevus/ISIC_0014907.jpg,7.88557e-20,6.39657e-15
data/test/nevus/ISIC_0014910.jpg,0.0789742,0.466139
data/test/nevus/ISIC_0014921.jpg,0.000129272,6.08648e-08
data/test/nevus/ISIC_0014927.jpg,0.00710862,9.46506e-08
data/test/nevus/ISIC_0014936.jpg,0.417616,0.000212439
data/test/nevus/ISIC_0014938.jpg,0.718045,3.62336e-38
data/test/nevus/ISIC_0014940.jpg,0.000212073,1.53308e-11
data/test/nevus/ISIC_0014941.jpg,0.22536,1.17616e-08
data/test/nevus/ISIC_0014942.jpg,1.15432e-17,2.38376e-23
data/test/nevus/ISIC_0014943.jpg,1.19452e-12,1.47228e-20
data/test/nevus/ISIC_0014944.jpg,3.21486e-06,2.71112e-09
data/test/nevus/ISIC_0014947.jpg,2.55313e-05,5.31477e-18
data/test/nevus/ISIC_0014948.jpg,0.649672,0.00108392
data/test/nevus/ISIC_0014949.jpg,4.62808e-18,0.0
data/test/nevus/ISIC_0014952.jpg,0.153851,6.3228e-08
data/test/nevus/ISIC_0014955.jpg,1.06634e-08,1.7123e-25
data/test/nevus/ISIC_0014956.jpg,0.235135,0.000542863
data/test/nevus/ISIC_0014957.jpg,0.454848,0.00039221
data/test/nevus/ISIC_0014958.jpg,0.00456846,2.17115e-09
data/test/nevus/ISIC_0014959.jpg,2.01083e-33,1.67922e-36
data/test/nevus/ISIC_0014961.jpg,0.765818,0.000131031
data/test/nevus/ISIC_0014962.jpg,2.02056e-22,1.80719e-08
data/test/nevus/ISIC_0014964.jpg,0.134948,4.0799e-13
data/test/nevus/ISIC_0014966.jpg,0.000910707,4.25855e-15
data/test/nevus/ISIC_0014968.jpg,0.177241,0.000228419
data/test/nevus/ISIC_0014969.jpg,1.85773e-07,2.21799e-24
data/test/nevus/ISIC_0014973.jpg,0.301151,5.13235e-06
data/test/nevus/ISIC_0014974.jpg,7.9148e-10,0.0746705
data/test/nevus/ISIC_0014977.jpg,0.000198961,1.56858e-14
data/test/nevus/ISIC_0014992.jpg,1.2386e-14,1.23281e-34
data/test/nevus/ISIC_0014994.jpg,5.52389e-06,4.59982e-11
data/test/nevus/ISIC_0014998.jpg,0.437111,3.84346e-05
data/test/nevus/ISIC_0015002.jpg,0.0505918,0.00205558
data/test/nevus/ISIC_0015003.jpg,0.0472352,0.00108318
data/test/nevus/ISIC_0015007.jpg,4.52342e-12,0.00151558
data/test/nevus/ISIC_0015008.jpg,1.13011e-07,1.0
data/test/nevus/ISIC_0015009.jpg,1.29089e-09,0.0179
data/test/nevus/ISIC_0015011.jpg,0.980342,0.0124706
data/test/nevus/ISIC_0015013.jpg,0.585066,0.0528985
data/test/nevus/ISIC_0015015.jpg,4.10556e-05,1.07352e-19
data/test/nevus/ISIC_0015016.jpg,0.00655356,2.75811e-11
data/test/nevus/ISIC_0015018.jpg,0.000106249,1.71596e-08
data/test/nevus/ISIC_0015019.jpg,0.676839,0.000313825
data/test/nevus/ISIC_0015020.jpg,0.212438,0.506479
data/test/nevus/ISIC_0015021.jpg,0.0012771,1.92381e-09
data/test/nevus/ISIC_0015023.jpg,3.76338e-09,5.31155e-23
data/test/nevus/ISIC_0015026.jpg,2.27962e-05,2.5449e-12
data/test/nevus/ISIC_0015030.jpg,0.0044141,0.0010456
data/test/nevus/ISIC_0015031.jpg,1.07148e-11,1.0
data/test/nevus/ISIC_0015034.jpg,9.19375e-05,1.75657e-15
data/test/nevus/ISIC_0015035.jpg,4.2391e-17,4.58046e-11
data/test/nevus/ISIC_0015037.jpg,0.417832,0.00188982
data/test/nevus/ISIC_0015040.jpg,6.76136e-09,2.68508e-10
data/test/nevus/ISIC_0015051.jpg,3.12656e-05,1.25235e-14
data/test/nevus/ISIC_0015056.jpg,0.522232,0.108136
data/test/nevus/ISIC_0015057.jpg,2.41455e-11,0.00279005
data/test/nevus/ISIC_0015060.jpg,0.14351,2.66459e-09
data/test/nevus/ISIC_0015064.jpg,0.174721,0.00634582
data/test/nevus/ISIC_0015078.jpg,0.0357219,0.964158
data/test/nevus/ISIC_0015089.jpg,0.0610545,1.78632e-23
data/test/nevus/ISIC_0015102.jpg,2.20715e-05,0.999978
data/test/nevus/ISIC_0015118.jpg,0.00637584,0.993499
data/test/nevus/ISIC_0015125.jpg,0.00775118,1.93058e-09
data/test/nevus/ISIC_0015129.jpg,0.200065,0.799618
data/test/nevus/ISIC_0015130.jpg,0.461024,0.468568
data/test/nevus/ISIC_0015139.jpg,4.94201e-06,1.37614e-06
data/test/nevus/ISIC_0015140.jpg,0.120573,0.00471004
data/test/nevus/ISIC_0015146.jpg,9.64118e-10,7.33112e-19
data/test/nevus/ISIC_0015149.jpg,0.184302,4.8006e-08
data/test/nevus/ISIC_0015150.jpg,2.31136e-07,9.33671e-14
data/test/nevus/ISIC_0015152.jpg,3.80328e-14,1.0
data/test/nevus/ISIC_0015155.jpg,6.72762e-29,9.29145e-06
data/test/nevus/ISIC_0015157.jpg,1.2669e-06,0.0196645
data/test/nevus/ISIC_0015160.jpg,0.0,5.09457e-12
data/test/nevus/ISIC_0015161.jpg,1.6111e-07,0.981247
data/test/nevus/ISIC_0015171.jpg,0.0785421,0.426686
data/test/nevus/ISIC_0015173.jpg,0.324571,0.0149573
data/test/nevus/ISIC_0015174.jpg,0.0290452,0.000114092
data/test/nevus/ISIC_0015175.jpg,6.95768e-11,1.01306e-13
data/test/nevus/ISIC_0015176.jpg,0.786407,0.0169524
data/test/nevus/ISIC_0015179.jpg,0.225637,1.85094e-08
data/test/nevus/ISIC_0015184.jpg,1.04633e-29,2.34279e-25
data/test/nevus/ISIC_0015201.jpg,0.222448,0.00129262
data/test/nevus/ISIC_0015202.jpg,7.61169e-24,7.49184e-34
data/test/nevus/ISIC_0015203.jpg,0.00118915,4.52581e-09
data/test/nevus/ISIC_0015207.jpg,0.00266247,9.62627e-23
data/test/nevus/ISIC_0015208.jpg,0.359146,1.26015e-07
data/test/nevus/ISIC_0015212.jpg,0.0,6.31867e-38
data/test/nevus/ISIC_0015215.jpg,6.91811e-08,1.18873e-08
data/test/nevus/ISIC_0015216.jpg,1.50342e-08,0.0085064
data/test/nevus/ISIC_0015217.jpg,8.25089e-06,3.03719e-05
data/test/nevus/ISIC_0015218.jpg,0.0183984,6.3348e-08
data/test/nevus/ISIC_0015223.jpg,1.96499e-36,3.05557e-30
data/test/nevus/ISIC_0015224.jpg,3.6612e-21,2.48632e-23
data/test/nevus/ISIC_0015226.jpg,1.85026e-08,7.03569e-15
data/test/nevus/ISIC_0015232.jpg,0.00136802,4.27561e-07
data/test/nevus/ISIC_0015237.jpg,0.995257,0.00247353
